,Gene,Gene synonym,Ensembl,Gene description,Uniprot,Chromosome,Position,Protein class,Biological process,Molecular function,Disease involvement,Evidence,HPA evidence,UniProt evidence,NeXtProt evidence,RNA tissue specificity,RNA tissue distribution,RNA tissue specificity score,RNA tissue specific nTPM,RNA single cell type specificity,RNA single cell type distribution,RNA single cell type specificity score,RNA single cell type specific nTPM,RNA single nuclei brain specificity,RNA single nuclei brain distribution,RNA single nuclei brain specificity score,RNA single nuclei brain specific nTPM,RNA cancer specificity,RNA cancer distribution,RNA cancer specificity score,RNA cancer specific FPKM,RNA brain regional specificity,RNA brain regional distribution,RNA brain regional specificity score,RNA brain regional specific nTPM,RNA blood cell specificity,RNA blood cell distribution,RNA blood cell specificity score,RNA blood cell specific nTPM,RNA blood lineage specificity,RNA blood lineage distribution,RNA blood lineage specificity score,RNA blood lineage specific nTPM,RNA cell line specificity,RNA cell line distribution,RNA cell line specificity score,RNA cell line specific nTPM,RNA tissue cell type enrichment,RNA mouse brain regional specificity,RNA mouse brain regional distribution,RNA mouse brain regional specificity score,RNA mouse brain regional specific nTPM,RNA pig brain regional specificity,RNA pig brain regional distribution,RNA pig brain regional specificity score,RNA pig brain regional specific nTPM,Antibody,Reliability (IH),Reliability (Mouse Brain),Reliability (IF),Subcellular location,Secretome location,Secretome function,CCD Protein,CCD Transcript,Blood concentration - Conc. blood IM [pg/L],Blood concentration - Conc. blood MS [pg/L],Blood expression cluster,Tissue expression cluster,Brain expression cluster,Cell line expression cluster,Single cell expression cluster,Interactions,Subcellular main location,Subcellular additional location,Antibody RRID,Cancer prognostics - Bladder Urothelial Carcinoma (TCGA),Cancer prognostics - Breast Invasive Carcinoma (TCGA),Cancer prognostics - Breast Invasive Carcinoma (validation),Cancer prognostics - Cervical Squamous Cell Carcinoma and Endocervical Adenocarcinoma (TCGA),Cancer prognostics - Colon Adenocarcinoma (TCGA),Cancer prognostics - Colon Adenocarcinoma (validation),Cancer prognostics - Glioblastoma Multiforme (TCGA),Cancer prognostics - Glioblastoma Multiforme (validation),Cancer prognostics - Head and Neck Squamous Cell Carcinoma (TCGA),Cancer prognostics - Kidney Chromophobe (TCGA),Cancer prognostics - Kidney Renal Clear Cell Carcinoma (TCGA),Cancer prognostics - Kidney Renal Clear Cell Carcinoma (validation),Cancer prognostics - Kidney Renal Papillary Cell Carcinoma (TCGA),Cancer prognostics - Liver Hepatocellular Carcinoma (TCGA),Cancer prognostics - Liver Hepatocellular Carcinoma (validation),Cancer prognostics - Lung Adenocarcinoma (TCGA),Cancer prognostics - Lung Adenocarcinoma (validation),Cancer prognostics - Lung Squamous Cell Carcinoma (TCGA),Cancer prognostics - Lung Squamous Cell Carcinoma (validation),Cancer prognostics - Ovary Serous Cystadenocarcinoma (TCGA),Cancer prognostics - Ovary Serous Cystadenocarcinoma (validation),Cancer prognostics - Pancreatic Adenocarcinoma (TCGA),Cancer prognostics - Pancreatic Adenocarcinoma (validation),Cancer prognostics - Prostate Adenocarcinoma (TCGA),Cancer prognostics - Rectum Adenocarcinoma (TCGA),Cancer prognostics - Rectum Adenocarcinoma (validation),Cancer prognostics - Skin Cuteneous Melanoma (TCGA),Cancer prognostics - Stomach Adenocarcinoma (TCGA),Cancer prognostics - Testicular Germ Cell Tumor (TCGA),Cancer prognostics - Thyroid Carcinoma (TCGA),Cancer prognostics - Uterine Corpus Endometrial Carcinoma (TCGA),HPA_Score,UniProt_Score,Final_Score
6086,FICD,"HIP13, HYPE",ENSG00000198855,FIC domain protein adenylyltransferase,Q9BVA6,12,108515277-108525837,"Enzymes, Predicted intracellular proteins",Unfolded protein response,"Hydrolase, Nucleotidyltransferase, Transferase",,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in many,,Early spermatids: 46.3;Late spermatids: 67.5;Syncytiotrophoblasts: 35.2,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Minor Salivary Gland - Minor salivary glandular cells, Testis - Late spermatids",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA021390, HPA071134",Approved,,Approved,Nucleoplasm,Intracellular and membrane,Enzyme,,,,,Cluster 41: Basophils - Unknown function,Cluster 68: Non-specific - Protein processing,Cluster 27: Non-specific - Mixed function,Cluster 63: Non-specific - Protein processing,Cluster 77: Plasma cells - Protein processing,3.0,Nucleoplasm,,"HPA021390: AB_1851340, HPA071134: AB_2686347",unprognostic (6.76e-2),unprognostic (2.42e-2),unprognostic (7.78e-2),unprognostic (1.37e-1),unprognostic (2.96e-1),unprognostic (2.41e-1),unprognostic (7.30e-2),unprognostic (1.47e-1),unprognostic (1.40e-2),unprognostic (2.22e-1),unprognostic (1.84e-1),unprognostic (1.39e-2),unprognostic (2.20e-1),unprognostic (5.52e-2),unprognostic (2.53e-1),unprognostic (3.19e-2),unprognostic (1.15e-1),unprognostic (2.31e-3),unprognostic (2.25e-1),unprognostic (2.08e-1),unprognostic (6.69e-2),unprognostic (7.06e-2),unprognostic (4.94e-2),unprognostic (1.66e-1),unprognostic (9.71e-3),unprognostic (2.68e-2),unprognostic (6.48e-2),unprognostic (3.30e-1),unprognostic (1.12e-1),unprognostic (2.39e-2),unprognostic (9.91e-2),0,0,0
5963,FBXW9,"Fbw9, MEC-15, MGC10870",ENSG00000132004,F-box and WD repeat domain containing 9,Q5XUX1,19,12688053-12696631,Predicted intracellular proteins,Ubl conjugation pathway,,,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in many,,,Cell type enhanced,Detected in many,,Ciliated cells: 67.3,Cell type enhanced,Detected in all,,ependymal cell: 26.7,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in many,,,Low lineage specificity,Detected in many,,,Low cancer specificity,Detected in all,,,"Lung - Respiratory ciliated cells, Testis - Early spermatids",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,HPA042087,Approved,,Approved,Cytosol,,,,,,,Cluster 33: Non-specific - ATP binding,Cluster 8: Ciliated cells - Cilium organization,Cluster 17: Choroid plexus - Cilium,Cluster 23: Non-specific - Transcription,Cluster 42: Ciliated cells - Cilium assembly,7.0,Cytosol,,HPA042087: AB_10794168,unprognostic (2.45e-1),unprognostic (9.56e-2),unprognostic (7.75e-2),unprognostic (7.03e-2),unprognostic (2.61e-1),unprognostic (2.34e-2),unprognostic (2.28e-1),unprognostic (2.47e-1),unprognostic (1.06e-2),unprognostic (5.17e-2),unprognostic (1.76e-2),unprognostic (1.24e-1),unprognostic (1.40e-2),unprognostic (1.85e-5),unprognostic (9.29e-5),unprognostic (6.91e-2),unprognostic (1.07e-1),unprognostic (1.29e-2),unprognostic (1.53e-1),unprognostic (1.25e-1),unprognostic (1.15e-1),unprognostic (6.44e-2),unprognostic (3.56e-2),unprognostic (9.72e-2),unprognostic (1.28e-3),unprognostic (9.48e-5),unprognostic (4.39e-4),unprognostic (5.65e-3),unprognostic (4.52e-2),unprognostic (1.01e-1),unprognostic (2.51e-1),0,0,0
6085,FIBP,FGFIBP,ENSG00000172500,FGF1 intracellular binding protein,O43427,11,65883740-65888531,"Disease related genes, Human disease related genes, Predicted intracellular proteins",,,Disease variant,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,Late spermatids: 603.5,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Testis - Early spermatids, Testis - Late spermatids, Thyroid gland - Thyroid glandular cells",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,HPA011729,Approved,,Supported,Nuclear speckles,,,,,,,Cluster 10: Non-specific - Membrane trafficking,Cluster 54: Non-specific - Basic cellular processes,Cluster 52: Neurons & Synapses - Synaptic function,Cluster 24: Non-specific - Unknown function,Cluster 15: Non-specific - Mixed function,5.0,Nuclear speckles,,HPA011729: AB_1848579,unprognostic (3.98e-3),unprognostic (3.57e-1),unprognostic (1.07e-1),unprognostic (1.11e-3),unprognostic (9.53e-2),unprognostic (3.06e-1),unprognostic (2.32e-1),unprognostic (1.34e-1),unprognostic (1.47e-2),unprognostic (6.59e-3),unprognostic (1.30e-4),unprognostic (8.79e-4),unprognostic (5.17e-2),unprognostic (4.76e-4),unprognostic (2.37e-2),unprognostic (1.12e-2),unprognostic (1.92e-6),unprognostic (3.22e-1),unprognostic (2.12e-1),unprognostic (4.49e-2),unprognostic (1.49e-1),unprognostic (1.32e-1),unprognostic (6.47e-3),unprognostic (9.48e-2),unprognostic (7.51e-2),unprognostic (4.59e-1),unprognostic (2.36e-1),unprognostic (6.22e-2),unprognostic (1.06e-1),unprognostic (2.12e-2),unprognostic (1.07e-1),0,0,0
6081,FHOD1,FHOS,ENSG00000135723,Formin homology 2 domain containing 1,Q9Y613,16,67229387-67247481,"Plasma proteins, Predicted intracellular proteins",,Actin-binding,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in many,,lymphoid tissue: 86.0;skeletal muscle: 122.6,Low cell type specificity,Detected in many,,,Cell type enhanced,Detected in many,,central nervous system macrophage: 27.3,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Not detected in immune cells,Not detected,,,Not detected,Not detected,,,Low cancer specificity,Detected in all,,,Pituitary gland - Endothelial cells,Low region specificity,Detected in many,,,Low region specificity,Detected in all,,,HPA024468,Approved,,Supported,Cytosol,,,,,,1400000.0,Cluster 10: Non-specific - Membrane trafficking,Cluster 19: Non-specific - Basic cellular processes,Cluster 12: Non-specific - Vasculature,Cluster 68: Non-specific - Cell cycle regulation,Cluster 58: Macrophages - Innate immune response,4.0,Cytosol,,HPA024468: AB_1848568,unprognostic (1.91e-3),unprognostic (7.43e-4),unprognostic (2.28e-2),unprognostic (1.08e-1),unprognostic (3.46e-2),unprognostic (2.93e-1),unprognostic (5.35e-2),unprognostic (5.01e-2),unprognostic (3.57e-2),unprognostic (1.11e-1),unprognostic (6.66e-2),unprognostic (5.28e-2),unprognostic (1.22e-1),unprognostic (1.58e-1),unprognostic (2.12e-2),unprognostic (1.32e-1),unprognostic (2.26e-2),unprognostic (3.40e-3),unprognostic (1.47e-1),unprognostic (1.47e-1),unprognostic (3.07e-2),unprognostic (2.87e-1),unprognostic (4.82e-3),unprognostic (9.69e-2),unprognostic (2.06e-1),unprognostic (6.17e-2),unprognostic (9.70e-2),unprognostic (2.88e-1),unprognostic (7.90e-2),unprognostic (6.03e-2),unprognostic (5.63e-2),0,0,0
6079,FHL3,SLIM2,ENSG00000183386,Four and a half LIM domains 3,Q13643,1,37996770-38005606,Predicted intracellular proteins,"Transcription, Transcription regulation",Activator,,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Group enriched,Detected in many,26.0,skeletal muscle: 1546.2;tongue: 774.0,Cell type enriched,Detected in many,8.0,Skeletal myocytes: 343.5,Cell type enhanced,Detected in many,,endothelial cell: 42.8;fibroblast: 21.5,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Immune cell enriched,Detected in many,10.0,eosinophil: 336.7,Lineage enriched,Detected in many,12.0,granulocytes: 336.7,Low cancer specificity,Detected in all,,,"Adipose visceral - Adipose progenitor cells, Pituitary gland - Endothelial cells, Spleen - Fibroblast_1",Low region specificity,Detected in many,,,Low region specificity,Detected in all,,,HPA045723,,,Approved,Nucleoplasm,,,,,,,Cluster 45: Eosinophils - Unknown function,Cluster 2: Skeletal muscle - Striated muscle contraction,Cluster 47: Endothelial cells - Vasculature,Cluster 14: Myeloid leukemia - Innate immune response,Cluster 2: Skeletal myocytes - Muscle contraction,155.0,Nucleoplasm,,HPA045723: AB_10966278,unprognostic (3.53e-2),unprognostic (1.00e-1),unprognostic (2.18e-1),unprognostic (9.78e-2),unprognostic (1.43e-2),unprognostic (9.63e-2),unprognostic (8.90e-2),unprognostic (8.29e-2),unprognostic (6.28e-2),unprognostic (3.71e-1),unprognostic (6.14e-2),unprognostic (1.21e-1),unprognostic (6.94e-3),unprognostic (6.92e-5),unprognostic (2.18e-2),unprognostic (1.92e-4),unprognostic (1.54e-6),unprognostic (4.45e-2),unprognostic (2.60e-1),unprognostic (7.05e-3),unprognostic (2.35e-1),unprognostic (1.36e-1),unprognostic (6.66e-2),unprognostic (1.26e-1),unprognostic (6.13e-2),unprognostic (1.89e-2),unprognostic (4.06e-1),unprognostic (9.37e-3),unprognostic (1.58e-1),unprognostic (1.14e-1),unprognostic (1.27e-1),0,0,0
6078,FHL2,"DRAL, SLIM3",ENSG00000115641,Four and a half LIM domains 2,Q14192,2,105357712-105438513,Predicted intracellular proteins,"Transcription, Transcription regulation",,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Group enriched,Detected in all,8.0,heart muscle: 1375.5;ovary: 525.5,Cell type enhanced,Detected in many,,Cardiomyocytes: 506.6;Extravillous trophoblasts: 694.9;Leydig cells: 578.5;Ovarian stromal cells: 798.6;Peritubular cells: 1065.3,Cell type enhanced,Detected in many,,fibroblast: 320.3;hippocampal dentate gyrus: 118.6,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Immune cell enhanced,Detected in many,,basophil: 5.1,Group enriched,Detected in many,6.0,granulocytes: 5.1;T-cells: 2.6,Low cancer specificity,Detected in all,,,"Heart muscle - Cardiomyocytes, Minor Salivary Gland - Endothelial cells, Pituitary gland - Fibroblasts, Spleen - Fibroblast_1, Spleen - Fibroblast_2",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA005922, HPA006028, CAB008368",Enhanced,,Enhanced,"Actin filaments,Focal adhesion sites",,,,Yes,,4800.0,Cluster 35: Neutrophils - Protein binding,Cluster 30: Heart muscle - Heart development,Cluster 53: Neurons - Mixed function,Cluster 64: Connective tissue cells - ECM organization,Cluster 6: Ovarian stromal cells - Transcription,191.0,"Actin filaments, Focal adhesion sites",,"CAB008368: AB_591383, HPA005922: AB_1078860, HPA006028: AB_1078858",unprognostic (4.35e-2),unprognostic (1.04e-1),unprognostic (1.26e-1),unprognostic (1.82e-2),unprognostic (2.75e-1),unprognostic (1.11e-1),unprognostic (4.33e-2),unprognostic (3.77e-3),unprognostic (1.55e-5),unprognostic (1.29e-1),unprognostic (1.69e-2),unprognostic (4.31e-2),unprognostic (1.61e-1),unprognostic (6.41e-2),unprognostic (3.89e-3),unprognostic (5.30e-3),unprognostic (2.25e-6),unprognostic (2.31e-2),unprognostic (1.30e-4),unprognostic (2.04e-2),unprognostic (3.95e-2),unprognostic (9.44e-3),unprognostic (9.33e-3),unprognostic (7.63e-2),unprognostic (2.68e-1),unprognostic (2.49e-1),unprognostic (2.79e-1),unprognostic (8.22e-2),unprognostic (6.46e-2),unprognostic (1.54e-3),unprognostic (2.29e-1),0,0,0
6070,FHAD1,KIAA1937,ENSG00000142621,Forkhead associated phosphopeptide binding domain 1,B1AJZ9,1,15236521-15400283,Predicted intracellular proteins,,,,Evidence at protein level,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Tissue enhanced,Detected in some,,choroid plexus: 10.2;fallopian tube: 15.0;testis: 13.1,Group enriched,Detected in many,15.0,Ciliated cells: 135.7;Early spermatids: 216.3;Late spermatids: 261.3,Cell type enriched,Detected in many,4.0,ependymal cell: 472.3,Low cancer specificity,Detected in many,,,Low region specificity,Detected in all,,,Not detected in immune cells,Not detected,,,Not detected,Not detected,,,Low cancer specificity,Detected in many,,,"Lung - Respiratory ciliated cells, Testis - Early spermatids, Testis - Late spermatids",Low region specificity,Detected in many,,,Low region specificity,Detected in many,,,HPA054284,Enhanced,,Approved,"Nucleoplasm,Nuclear bodies",,,,,,,Cluster 15: NK-cells - Unknown function,Cluster 8: Ciliated cells - Cilium organization,Cluster 3: Choroid plexus - Cilium,Cluster 49: HMC-1 - Innate immune response,Cluster 42: Ciliated cells - Cilium assembly,,"Nucleoplasm, Nuclear bodies",,HPA054284: AB_2682436,unprognostic (6.32e-2),unprognostic (5.85e-2),unprognostic (1.25e-1),unprognostic (4.11e-3),,unprognostic (1.27e-1),unprognostic (6.60e-2),,unprognostic (8.03e-2),,,,,,,unprognostic (2.38e-2),unprognostic (2.71e-2),unprognostic (4.19e-2),unprognostic (3.10e-2),unprognostic (1.36e-1),unprognostic (6.05e-3),unprognostic (1.05e-1),unprognostic (5.16e-2),,,unprognostic (4.06e-3),unprognostic (1.66e-1),unprognostic (1.31e-1),,,unprognostic (1.17e-1),0,0,0
6069,FH,,ENSG00000091483,Fumarate hydratase,P07954,1,241497511-241519799,"Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins","DNA damage, DNA repair, Tricarboxylic acid cycle",Lyase,"Cancer-related genes, Disease variant, Tumor suppressor",Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in all,,liver: 262.0,Cell type enhanced,Detected in all,,Cardiomyocytes: 206.3;Early spermatids: 270.2;Syncytiotrophoblasts: 172.5,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Adipose visceral - Adipocytes (Visceral), Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes, Testis - Early spermatids",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"CAB017785, HPA025770, HPA025948, HPA027341, CAB080323",Enhanced,Supported,Supported,Mitochondria,,,,,,2000000.0,Cluster 13: Non-specific - Mitochondria,Cluster 35: Non-specific - Mitochondria,Cluster 21: Non-specific - Metabolism,Cluster 45: Non-specific - Nuclear processes,Cluster 15: Non-specific - Mixed function,20.0,Mitochondria,,"CAB017785: , CAB080323: , HPA025770: AB_10599603, HPA025948: AB_10602177, HPA027341: AB_10601222",unprognostic (4.28e-3),unprognostic (1.58e-3),unprognostic (1.97e-1),unprognostic (3.12e-4),unprognostic (1.77e-2),unprognostic (2.01e-1),unprognostic (6.56e-2),unprognostic (8.32e-2),unprognostic (9.53e-2),unprognostic (3.13e-3),unprognostic (2.81e-5),unprognostic (2.69e-2),unprognostic (2.76e-5),unprognostic (4.28e-2),unprognostic (5.52e-2),unprognostic (1.85e-2),unprognostic (1.47e-1),unprognostic (1.79e-1),unprognostic (3.70e-1),unprognostic (7.92e-3),unprognostic (5.79e-2),unprognostic (3.04e-2),unprognostic (3.21e-3),unprognostic (3.69e-1),unprognostic (3.90e-1),unprognostic (3.42e-2),unprognostic (2.85e-1),unprognostic (1.11e-1),unprognostic (1.74e-1),unprognostic (9.85e-3),unprognostic (8.53e-2),0,0,0
6065,FGGY,FLJ10986,ENSG00000172456,FGGY carbohydrate kinase domain containing,Q96C11,1,59296638-59810647,"Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins",,"Kinase, Transferase","Amyotrophic lateral sclerosis, Neurodegeneration",Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in all,,liver: 75.2,Cell type enhanced,Detected in all,,Alveolar cells type 2: 122.8;Cholangiocytes: 345.3;Hepatocytes: 161.4;Secretory cells: 121.9;Skeletal myocytes: 199.1,Low cell type specificity,Detected in all,,,Cancer enhanced,Detected in all,,Liver Hepatocellular Carcinoma (TCGA): 84.3,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,"Adrenal gland - Adrenal cortex cells, Heart muscle - Cardiomyocytes, Liver - Hepatocytes",Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA054971, HPA075137",,,Approved,"Nucleoplasm,Nuclear bodies",,,,,,12000000.0,Cluster 14: Non-specific - Unknown function,Cluster 53: Non-specific - Glycosylation,Cluster 25: Non-specific - Transcription,Cluster 21: Lymphoma - Adaptive immune response,Cluster 62: Hepatocytes - Metabolism,2.0,Nucleoplasm,Nuclear bodies,"HPA054971: , HPA075137: ",unprognostic (3.79e-1),unprognostic (1.11e-1),unprognostic (2.80e-1),unprognostic (2.00e-1),unprognostic (4.95e-1),unprognostic (1.51e-1),unprognostic (8.47e-2),unprognostic (1.98e-1),unprognostic (5.36e-3),unprognostic (2.23e-1),unprognostic (8.21e-7),unprognostic (3.03e-3),unprognostic (2.38e-4),unprognostic (1.63e-3),unprognostic (7.02e-5),unprognostic (2.18e-1),unprognostic (1.13e-1),unprognostic (1.67e-1),unprognostic (1.57e-2),unprognostic (4.06e-1),unprognostic (3.00e-1),unprognostic (2.34e-1),unprognostic (3.11e-2),unprognostic (1.75e-1),unprognostic (2.78e-1),unprognostic (4.29e-2),unprognostic (4.34e-1),unprognostic (1.03e-1),unprognostic (1.72e-1),unprognostic (1.88e-1),unprognostic (1.46e-1),0,0,0
6059,FGFR1OP2,DKFZp564O1863,ENSG00000111790,FGFR1 oncogene partner 2,Q9NVK5,12,26938470-26966650,"Disease related genes, Predicted intracellular proteins",,,,Evidence at protein level,Evidence at protein level,Evidence at protein level,Evidence at protein level,Low tissue specificity,Detected in all,,,Cell type enhanced,Detected in all,,Granulosa cells: 231.2,Low cell type specificity,Detected in all,,,Low cancer specificity,Detected in all,,,Low region specificity,Detected in all,,,Low immune cell specificity,Detected in all,,,Low lineage specificity,Detected in all,,,Low cancer specificity,Detected in all,,,,Low region specificity,Detected in all,,,Low region specificity,Detected in all,,,"HPA038308, HPA038696",Supported,,Approved,Mitochondria,,,,,,,Cluster 5: Non-specific - Cell proliferation,Cluster 77: Bone marrow - Cell proliferation,Cluster 53: Neurons - Mixed function,Cluster 38: Non-specific - Transcription,Cluster 78: NK-cells & T-cells - Immune system & Transcription,32.0,Mitochondria,,"HPA038308: AB_10672524, HPA038696: AB_10675948",unprognostic (1.63e-2),unprognostic (2.27e-1),unprognostic (5.58e-2),unprognostic (1.86e-1),unprognostic (1.84e-1),unprognostic (2.63e-3),unprognostic (2.29e-1),unprognostic (1.24e-2),unprognostic (1.35e-1),unprognostic (1.75e-2),unprognostic (1.33e-4),unprognostic (1.43e-2),unprognostic (6.05e-2),unprognostic (1.19e-3),unprognostic (3.04e-1),unprognostic (4.20e-1),unprognostic (6.61e-3),unprognostic (1.01e-1),unprognostic (2.26e-1),unprognostic (3.65e-3),unprognostic (7.57e-2),unprognostic (3.25e-1),unprognostic (8.29e-3),unprognostic (4.04e-2),unprognostic (6.41e-2),unprognostic (1.54e-1),unprognostic (4.08e-2),unprognostic (3.45e-2),unprognostic (3.50e-1),unprognostic (3.70e-1),unprognostic (1.67e-1),0,0,0
6057,FGFBP3,"C10orf13, MGC39320",ENSG00000174721,Fibroblast growth factor binding protein 3,Q8TAT2,10,91906584-91909486,Predicted secreted proteins,,"Growth factor binding, Heparin-binding",,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in many,,brain: 10.6,Cell type enhanced,Detected in many,,Enteroendocrine cells: 20.0;Muller glia cells: 27.2,Cell type enhanced,Detected in many,,oligodendrocyte precursor cell: 14.7,Cancer enhanced,Detected in many,,Glioblastoma Multiforme (TCGA): 6.5,Low region specificity,Detected in all,,,Immune cell enhanced,Detected in single,,naive B-cell: 1.7,Low lineage specificity,Detected in single,,,Cancer enriched,Detected in many,15.0,Rhabdoid: 67.1,Pituitary gland - Undifferentiated cells (Pituitary gland),Low region specificity,Detected in all,,,Low region specificity,Detected in some,,,HPA053943,Uncertain,,,,Secreted in brain,Other,,,,,,Cluster 17: Neuronal - Synaptic function,Cluster 19: Astrocytes - Mixed function,Cluster 5: Rhabdoid - Unknown function,Cluster 10: Muller glia cells - Visual perception,,,,HPA053943: AB_2682318,unprognostic (2.13e-2),,unprognostic (2.46e-1),,unprognostic (2.89e-2),unprognostic (2.91e-1),unprognostic (1.76e-2),unprognostic (9.04e-4),,,,,,,,,,,,unprognostic (1.21e-1),,unprognostic (5.93e-3),,unprognostic (1.43e-1),,unprognostic (3.84e-2),,,unprognostic (1.55e-1),unprognostic (1.62e-1),unprognostic (1.10e-1),0,0,0
6056,FGFBP2,KSP37,ENSG00000137441,Fibroblast growth factor binding protein 2,Q9BYJ0,4,15960245-15969309,"Plasma proteins, Predicted secreted proteins",,Growth factor binding,,Evidence at protein level,Evidence at transcript level,Evidence at protein level,Evidence at protein level,Tissue enhanced,Detected in many,,adipose tissue: 28.1;bone marrow: 53.7,Cell type enriched,Detected in many,10.0,NK-cells: 1186.6,Cell type enriched,Detected in single,105.0,leukocyte: 65.7,Group enriched,Detected in many,4.0,Head and Neck Squamous Cell Carcinoma (TCGA): 19.3;Lung Squamous Cell Carcinoma (TCGA): 49.2;Skin Cuteneous Melanoma (TCGA): 28.9,Not detected,Not detected,,,Immune cell enhanced,Detected in many,,gdT-cell: 552.5;memory CD8 T-cell: 331.9,Lineage enriched,Detected in many,8.0,T-cells: 552.5,Group enriched,Detected in some,16.0,Rhabdoid: 72.7;skin cancer: 19.0,"Adipose subcutaneous - Adipocytes (Subcutaneous), Adipose visceral - Adipocytes (Visceral), Breast - Adipocytes (Breast), Colon - Enteric glia cells, Liver - NK-cells (Liver), Lung - NK-cells (Lung), Spleen - NK-cells (Spleen)",,,,,,,,,,,,,,Secreted to blood,Other,,,346000000.0,17000000.0,Cluster 24: Non-specific - Transcription,Cluster 77: Bone marrow - Cell proliferation,,Cluster 5: Rhabdoid - Unknown function,Cluster 19: NK-cells - Adaptive immune response,1.0,,,,,unprognostic (5.12e-2),unprognostic (1.01e-2),unprognostic (8.28e-3),,,unprognostic (2.14e-2),unprognostic (6.31e-2),unprognostic (1.53e-1),,unprognostic (3.02e-5),unprognostic (3.70e-2),,,,unprognostic (5.68e-2),,unprognostic (1.91e-2),unprognostic (6.10e-2),,unprognostic (8.90e-2),,,,,,unprognostic (1.81e-1),,unprognostic (2.25e-1),,unprognostic (2.84e-2),0,0,0
